plot,long,lat,aspect,slope
1146,-81.714097,41.20663,70.0462265,4.44077635
1147,-81.798544,41.29809,347.6662903,0.5265379
1148,-81.529425,41.55118,66.5178833,11.47211456
1149,-81.69743,41.223566,72.78915405,5.50123835
1150,-81.827161,41.47687,30.40168381,25.51516533
1151,-81.789524,41.297185,88.438797,12.60233688
1153,-81.609062,41.309999,112.2215881,28.50466919
1154,-81.841867,41.431115,4.70496368,6.55903387
1155,-81.504689,41.377822,270.6068115,8.72869205
1156,-81.413404,41.542776,135,3.27047467
1157,-81.588455,41.290557,121.1122589,1.81102705
1159,-81.560581,41.374816,50.97153091,6.22746325
1161,-81.434929,41.579937,251.0561371,0.78667521
1162,-81.686286,41.207652,339.0818481,1.04253495
1164,-81.605706,41.432428,43.99708557,19.77900505
1166,-81.874119,41.413752,296.092041,26.98327637
1167,-81.789311,41.292883,56.30993271,4.24978161
1168,-81.411831,41.527863,105.7826614,13.24119282
1169,-81.61417,41.322435,139.4018097,15.50043583
1171,-81.586155,41.355218,91.91293335,15.34295177
1173,-81.592429,41.317688,26.56505203,3.16084337
1174,-81.868542,41.389781,287.7391968,22.4067173
1175,-81.555254,41.373555,358.6332398,1.16909146
1176,-81.427558,41.417193,332.8164673,6.4270587
1177,-81.415836,41.571186,331.7662048,2.29061007
1178,-81.967648,41.405851,96.56899261,3.75808144
1179,-81.812278,41.32446,221.1531525,1.5125525
1180,-81.668085,41.429984,241.78685,1.6447686
1182,-81.882899,41.412314,16.90947723,2.29250956
1183,-81.463701,41.413889,193.3911896,4.55308199
1184,-81.435977,41.568073,6.96648407,0.43038684
1187,-81.565896,41.358568,29.8310585,3.98845673
1188,-81.417638,41.432322,281.4537354,1.2713629
1189,-81.588993,41.305852,256.0842896,8.21637058
1190,-81.844708,41.355131,259.9865112,19.27065086
1191,-81.554936,41.385756,102.7538986,4.36762667
1192,-81.433754,41.418807,164.6645203,13.84287357
1194,-81.718527,41.204008,353.603363,6.40167141
1195,-81.936389,41.487631,293.557312,1.95473719
1196,-81.536761,41.382512,286.9628296,1.17975867
1197,-81.726831,41.213599,99.78160095,5.88066006
1198,-81.969424,41.43784,213.9478455,0.44767597
1199,-81.790229,41.305322,22.6099472,2.42967296
1201,-81.619228,41.314649,141.981781,1.34161532
1202,-81.881271,41.404931,236.4304657,32.56451416
1203,-81.492161,41.376616,276.4008484,1.23930204
1204,-81.417058,41.559668,75.34650421,1.49377072
1205,-81.589261,41.285173,114.9818573,3.41554379
1206,-81.828157,41.449143,77.02010345,27.05189514
1207,-81.560005,41.36221,170.8527527,0.8143037
1208,-81.402108,41.437975,274.017334,8.68785954
1209,-81.425409,41.579946,151.8092957,2.42987466
1210,-81.71302,41.205923,88.64176941,4.21921301
1211,-81.819016,41.323106,252.3581238,2.56472516
1212,-81.534143,41.559091,116.5650482,5.47947598
1213,-81.686171,41.215678,134.0046845,6.95529366
1214,-81.821456,41.460602,89.43636322,0.8518734
1215,-81.795587,41.299415,68.34489441,3.21810865
1216,-81.619869,41.369957,146.9076233,9.2007618
1217,-81.609937,41.302366,345.9319458,2.16583395
1218,-81.853407,41.430387,155.1296387,2.21016765
1219,-81.51544,41.380742,265.6054077,2.59439993
1220,-81.415364,41.544146,269.3612061,13.70302391
1221,-81.591337,41.290706,268.5276489,13.73342133
1222,-81.884729,41.393149,301.3494263,5.45624065
1223,-81.561925,41.371035,270.893219,1.78941953
1224,-81.415756,41.4175,143.0400696,9.92148972
1226,-81.952963,41.407968,236.320694,0.92468905
1227,-81.805237,41.307519,328.1187744,33.96215439
1228,-81.609532,41.431264,337.6455078,0.8100329
1229,-81.709774,41.226061,262.4034424,1.73349297
1230,-81.858541,41.421254,105.4969101,1.62937319
1231,-81.456874,41.415073,86.77734375,1.14548314
1232,-81.419044,41.552279,92.79832458,11.44920063
1233,-81.612064,41.319237,340.1502075,12.33086109
1234,-81.838929,41.440989,214.6120911,0.68863958
1235,-81.59512,41.341895,118.6718674,1.17952108
1236,-81.41943,41.42332,275.6800842,10.51493931
1237,-81.598042,41.306662,84.34559631,27.17229652
1238,-81.866591,41.385385,24.0352478,4.23864985
1239,-81.53991,41.380463,331.3899841,1.80828178
1240,-81.423778,41.414809,65.27418518,7.45140553
1241,-81.694487,41.261379,101.8232269,3.14327931
1242,-81.96615,41.417608,334.4389648,1.77823579
1243,-81.758902,41.306181,25.11672211,1.05640781
1244,-81.628618,41.409264,51.52580643,1.82327247
1245,-81.710547,41.214389,68.95808411,1.79493105
1246,-81.885159,41.413477,64.79813385,0.34830654
1247,-81.477276,41.398218,110.5015411,2.78858113
1248,-81.429865,41.564857,114.7506561,0.61689395
1249,-81.737921,41.301566,250.1362305,6.11832714
1250,-81.828604,41.338016,322.5685425,0.37353358
1251,-81.561539,41.384732,226.7101135,22.8547039
1252,-81.41696,41.42058,43.43149948,1.8471626
1253,-81.731311,41.207391,104.830307,6.74062872
1254,-81.846087,41.351562,71.56504822,8.1432724
1255,-81.556414,41.378378,271.2489624,3.72723818
1256,-81.42566,41.408992,35.98291397,1.92904389
1258,-81.944908,41.418687,272.5689697,1.14636636
1259,-81.80936,41.316025,45.42377853,3.73574138
1260,-81.664015,41.435867,87.53013611,3.14854383
1261,-81.702368,41.217108,245.6617279,16.20252037
1262,-81.854254,41.422957,28.06025314,3.16429186
1263,-81.471965,41.41466,258.1563416,2.43201566
1264,-81.426531,41.552004,106.4370194,4.11851311
1265,-81.608972,41.298977,124.2814636,4.54612684
1266,-81.824324,41.350069,271.0554199,1.74196565
1267,-81.577057,41.351371,295.7626648,3.19960141
1268,-81.407019,41.419854,221.461731,5.39885807
1269,-81.597779,41.311264,322.7998962,18.59206009
1270,-81.845486,41.350972,49.57489395,1.50675917
1271,-81.553676,41.388063,189.4139099,3.87206244
1272,-81.4332,41.414775,98.7167511,5.39078617
1273,-81.431098,41.569668,34.91870499,55.20500946
1274,-81.709339,41.212224,120.6721191,3.84125853
1275,-81.802896,41.29995,51.58806992,0.25648302
1276,-81.526393,41.546736,298.4737549,6.01175833
1277,-81.727318,41.222032,24.44515228,2.0760448
1278,-81.832945,41.477031,43.11959076,51.66875076
1279,-81.767711,41.298117,258.2390747,4.43834352
1280,-81.722601,41.449339,163.8884888,0.3341715
1281,-81.613794,41.312993,216.8919983,6.53843927
1282,-81.842037,41.437807,227.6872711,38.52928162
1283,-81.50006,41.381989,4.80167389,6.79550886
1284,-81.431623,41.558126,97.06971741,0.98091304
1285,-81.584869,41.292727,146.2312927,30.96757507
1286,-81.826983,41.44015,317.6746216,3.39971566
1287,-81.565277,41.374167,252.9559937,2.39453435
1288,-81.41521,41.408786,146.5136719,11.54208755
1290,-81.687616,41.212751,43.77175903,10.28222942
1291,-81.799113,41.317922,198.4931641,4.41038656
1292,-81.60069,41.424392,335.875,0.56396097
1293,-81.713197,41.224073,218.9278107,5.72561789
1294,-81.873151,41.415754,329.0202026,28.73064041
1295,-81.479145,41.396967,195.1768494,3.16629243
1296,-81.428881,41.547784,103.0509491,11.41954136
1297,-81.611693,41.324116,164.9612885,26.67095184
1298,-81.841026,41.439709,291.1256104,18.95401001
1299,-81.593043,41.344394,235.1007538,3.16609049
1300,-81.422182,41.423689,89.71748352,1.5816915
1301,-81.593906,41.30679,59.81829453,38.1999855
1302,-81.864933,41.380861,110.8618927,2.80137467
1303,-81.540186,41.377232,261.1309815,1.19122291
1304,-81.424488,41.41849,293.8495789,29.41308403
1305,-81.693921,41.26724,163.4988861,12.16828156
1306,-81.958037,41.403398,180,0.20276815
1307,-81.806256,41.322569,324.8974304,1.75818479
1308,-81.666835,41.439031,49.89729691,0.95341599
1309,-81.708909,41.219821,121.4854813,4.84266472
1310,-81.876258,41.412745,346.8265381,5.37611389
1311,-81.475519,41.391631,306.8957214,6.37427568
1312,-81.428257,41.568391,51.58143234,1.08072186
1313,-81.668613,41.301998,147.1696625,1.8200295
1314,-81.821627,41.333492,108.7770691,18.06553459
1315,-81.567874,41.35351,325.54953,3.7923584
1316,-81.416989,41.426659,277.1782837,4.81376886
1317,-81.729429,41.210977,71.22639465,4.5741539
1318,-81.849083,41.357332,50.78567886,1.91021872
1319,-81.552357,41.379408,288.5594788,10.28824234
1320,-81.427878,41.411735,149.9708557,1.34886324
1321,-81.435049,41.574757,63.29777527,1.43688071
1322,-81.706089,41.209637,222.9087524,11.49858189
1323,-81.932781,41.490309,153.6783752,1.34111464
1324,-81.520418,41.384158,183.8662262,5.16203785
1325,-81.724934,41.219169,304.0589905,24.35362434
1326,-81.824033,41.474653,213.1107788,10.08875656
1327,-81.769054,41.294429,93.31420135,20.16277504
1328,-81.711553,41.444103,303.8698731,18.85760307
1329,-81.602592,41.315594,76.09270477,4.99336624
1330,-81.890145,41.404684,313.8399048,1.15209627
1331,-81.481551,41.384318,315.5180054,11.16124439
1332,-81.425056,41.561058,103.574707,6.64018965
1333,-81.569962,41.284017,315,0.48762244
1334,-81.826355,41.446861,303.7857666,1.23925352
1335,-81.56582,41.3622,218.1718597,8.72677135
1336,-81.406014,41.443439,183.6306915,4.74096489
1337,-81.420035,41.57788,27.12280273,12.6718111
1338,-81.695747,41.209517,201.7047577,1.58749366
1339,-81.829398,41.327988,40.9185257,0.40703714
1340,-81.535346,41.55709,63.824646,30.29978752
1341,-81.680002,41.220032,102.3116074,7.34869623
1342,-81.821954,41.464731,168.7487183,48.02000809
1343,-81.794628,41.302358,35.28343964,1.28111541
1345,-81.614222,41.304352,64.71379852,5.03258944
1346,-81.845171,41.434344,282.1002808,0.57581908
1347,-81.514867,41.379266,347.8121338,1.95436835
1348,-81.415494,41.557962,250.5263825,1.96284914
1349,-81.592962,41.299683,67.38013458,2.80284047
1350,-81.879559,41.392837,106.7184982,1.14636636
1351,-81.546403,41.373051,279.9451904,5.81200027
1352,-81.417449,41.417506,72.90483093,4.24172831
1353,-81.426276,41.580964,57.74290085,20.09527206
1354,-81.698557,41.207513,251.5728149,1.22284734
1355,-81.821679,41.332565,262.3039551,2.31907344
1356,-81.439208,41.568065,239.5243378,0.12800759
1357,-81.690661,41.218076,77.67218781,22.2283268
1358,-81.822452,41.458642,117.3530426,1.17736089
1359,-81.777479,41.298221,205.0310211,18.7950592
1360,-81.437913,41.580679,32.27640533,1.65231538
1361,-81.59907,41.306869,6.93888855,7.51996088
1362,-81.840586,41.445935,38.62561417,5.72550917
1363,-81.592806,41.347009,291.4290161,7.66696167
1364,-81.40807,41.457857,31.75374603,0.55102891
1365,-81.580484,41.295577,119.6452942,20.7143383
1366,-81.856753,41.364857,70.60733795,9.51499367
1367,-81.551966,41.369206,68.97829437,3.94704032
1368,-81.417684,41.414596,31.97298431,2.8474071
1369,-81.424147,41.571034,358.0822449,1.93422735
1370,-81.7209,41.209468,95.31678772,21.89905167
1371,-81.8451,41.338724,90.47183228,3.17899418
1372,-81.54694,41.38842,112.2860718,2.85686898
1373,-81.691146,41.257479,130.5111237,1.03619862
1374,-81.970457,41.411731,159.7845154,2.31886601
1375,-81.789962,41.308087,138.3017426,13.58203125
1376,-81.696831,41.380962,221.8865814,23.86975861
1377,-81.619112,41.307941,157.8817749,19.59003258
1378,-81.887315,41.400361,276.7000122,3.36268163
1379,-81.480593,41.380467,265.7119141,6.40803862
1380,-81.417587,41.563879,153.4116364,0.487602
1381,-81.578703,41.293012,76.07151794,15.92120075
1382,-81.798506,41.377262,134.3130798,1.07262218
1383,-81.574391,41.377772,106.01754,8.17580414
1384,-81.405957,41.439418,128.3009033,0.81028014
1385,-81.693599,41.262698,145.3902435,1.00902212
1386,-81.954245,41.41028,61.92630386,4.2846837
1387,-81.779127,41.305314,358.2234497,2.57631564
1388,-81.702194,41.380083,322.5030518,30.38015366
1389,-81.705417,41.225344,275.0135498,8.94231224
1390,-81.890774,41.410989,337.0386047,0.8746466
1391,-81.476298,41.390425,251.1643524,3.31927013
1392,-81.423268,41.562012,299.59198,22.56688881
1393,-81.732447,41.302175,192.0210266,4.78326797
1394,-81.834935,41.33868,286.690155,2.91491795
1395,-81.567908,41.382288,116.561554,0.28675628
1396,-81.408788,41.449069,91.73384857,2.14930463
1397,-81.726307,41.204629,34.28650665,3.04857063
1398,-81.842949,41.347643,91.25972748,5.92543125
1399,-81.553173,41.383454,323.0510864,5.39642525
1400,-81.420533,41.408939,237.746994,3.71339393
1401,-81.499855,41.364888,86.98431396,1.09507573
1402,-81.423713,41.458165,298.5282593,5.76845551
1403,-81.698863,41.451221,40.02910995,0.81932366
1404,-81.691507,41.355463,114.2442474,0.89112276
1406,-81.449892,41.419848,138.5795136,1.29166377
1407,-81.615655,41.442902,151.4567871,6.00481939
1408,-81.689246,41.249774,262.6010132,6.31515741
1409,-81.430114,41.550148,52.53055573,5.38774633
1410,-81.818449,41.48492,107.6952515,1.01619864
1411,-81.598732,41.352216,249.0781403,5.52084494
1412,-81.784243,41.31503,296.5777588,0.96308184
1413,-81.47204,41.412332,304.8887329,0.25538835
1414,-81.87371,41.411818,21.74832916,5.50959921
1415,-81.680079,41.261338,161.1587067,5.13195801
1416,-81.805209,41.278139,10.79283905,1.9209342
1417,-81.524115,41.346471,238.5287933,16.19429207
1418,-81.427774,41.454097,86.04115295,4.14743567
1419,-81.680968,41.493633,43.14315414,26.05001068
1421,-81.513512,41.528987,278.8306885,3.82438302
1422,-81.443285,41.417996,83.88238525,4.65922403
1423,-81.568632,41.436168,170.3888245,2.07433724
1424,-81.865294,41.371992,305.9100952,1.03304493
1425,-81.435959,41.53525,209.6450195,5.90058041
1426,-81.829523,41.41238,124.6086655,2.22368884
1427,-81.567712,41.347676,342.0196533,2.96929622
1428,-81.774778,41.279832,351.5343933,3.7256484
1429,-81.493071,41.386827,180.4551849,6.25545073
1430,-81.865199,41.427423,120.3007507,1.93186045
1432,-81.968045,41.434054,353.1361694,1.06029081
1433,-81.535887,41.359464,359.5722046,2.61794901
1434,-81.403631,41.420892,275.4180603,2.23007035
1435,-81.670337,41.486328,18.07449341,0.76111543
1437,-81.503068,41.540122,191.7483978,1.92390871
1438,-81.827284,41.455925,339.29245,1.13534033
1439,-81.616185,41.424736,318.5344849,2.35416985
1440,-81.83611,41.332532,69.26963806,2.2236979
1441,-81.390167,41.546811,261.4115601,5.68569803
1442,-81.795989,41.381587,220.5964966,0.4458355
1443,-81.579668,41.372169,326.6374207,1.61711729
1444,-81.779844,41.286485,88.83668518,0.96298826
1445,-81.477714,41.379651,339.4862976,7.41683722
1446,-81.775182,41.386947,138.1085968,3.17788792
1447,-81.596929,41.276228,34.59424591,8.38736248
1448,-81.940406,41.425176,59.03624344,0.63429916
1450,-81.404526,41.41436,4.99674225,3.23408675
1451,-81.655796,41.434319,90.04232788,24.23191261
1453,-81.413497,41.520654,81.03682709,0.67080605
1454,-81.835788,41.480565,304.1109619,0.88461906
1455,-81.551415,41.577852,63.74116516,5.14817095
1456,-81.745882,41.316795,247.0600891,6.45045424
1457,-81.42455,41.532201,21.48552704,18.31694603
1458,-81.835227,41.394105,254.1150818,0.09045987
1459,-81.687547,41.288546,4.86538696,0.85474002
1460,-81.729319,41.307635,236.7128601,3.57618117
1461,-81.534514,41.397648,249.4444275,2.40743971
1462,-81.751522,41.418563,305.4813232,2.56067014
1463,-81.565905,41.285362,118.039238,0.82022876
1464,-81.88606,41.418057,316.8919067,4.11839533
1465,-81.49403,41.367562,118.6389465,0.56724012
1466,-81.410643,41.455689,284.1426392,2.71611691
1467,-81.688893,41.447497,228.5187531,4.52038145
1468,-81.695866,41.355514,211.7801209,0.45740533
1470,-81.466094,41.422618,247.0520783,1.45820749
1471,-81.618845,41.442333,11.03038788,1.16835392
1472,-81.696066,41.233403,66.97756958,8.43632889
1473,-81.443421,41.547627,55.54562378,2.48162103
1474,-81.817903,41.47592,3.1251297,0.39940214
1475,-81.587239,41.328629,112.5589066,4.57729578
1476,-81.756097,41.334334,243.3104401,5.14148188
1477,-81.526603,41.411554,258.3813477,0.96685261
1478,-81.839609,41.420006,351.2809143,0.17187992
1479,-81.696946,41.258427,50.56261444,9.31997776
1480,-81.940472,41.489018,91.98273468,6.47893286
1481,-81.526075,41.356926,355.3994141,1.26143968
1482,-81.411575,41.406711,305.3202515,7.86889553
1483,-81.680177,41.483098,271.3516846,1.358634
1485,-81.511614,41.548118,27.98307037,0.44718349
1486,-81.430833,41.429526,351.0843811,17.60652542
1487,-81.583231,41.406383,238.9128723,4.06084251
1488,-81.826932,41.326648,18.54655457,2.80734539
1489,-81.43207,41.530403,24.60926819,2.33612251
1490,-81.826897,41.404393,212.4650269,0.57272893
1491,-81.557698,41.355792,317.3685303,1.24272585
1492,-81.771476,41.287486,55.38791656,1.29687452
1493,-81.497752,41.376863,8.62850952,0.65956175
1494,-81.718445,41.489591,334.2894898,2.15880704
1495,-81.597406,41.297525,27.23289871,16.11904907
1496,-81.964327,41.422204,12.71414185,1.86863112
1497,-81.543134,41.37028,129.1861725,2.73154855
1498,-81.397266,41.421098,305.6705933,3.99820662
1499,-81.637367,41.403192,10.92284393,15.97463703
1500,-81.705914,41.196538,6.10785198,27.33592796
1501,-81.540042,41.571894,175.4645691,5.61033726
1502,-81.812377,41.444621,317.5663452,3.22303557
1503,-81.604063,41.422405,37.86806488,0.72918719
1504,-81.801313,41.367309,29.72337341,3.3902545
1505,-81.400602,41.533127,250.8702393,4.89843369
1506,-81.802012,41.387106,42.46245575,0.32692105
1507,-81.582124,41.359647,7.75005341,3.55906177
1508,-81.752481,41.302082,135.9987488,2.43233562
1509,-81.532082,41.373634,66.57318878,2.3727839
1510,-81.768483,41.397225,279.0725098,1.85494769
1511,-81.57985,41.272844,165.5112152,14.40100479
1512,-81.940715,41.418639,349.0875855,1.60654545
1514,-81.411543,41.430363,202.7095032,1.07257545
1515,-81.686588,41.395603,10.00669861,2.37255192
1516,-81.677529,41.228575,326.1564026,5.8431673
1517,-81.444133,41.511383,32.22939682,0.97837639
1518,-81.846251,41.44641,352.4840698,7.20383978
1519,-81.564298,41.580662,189.9249268,1.03718054
1520,-81.748416,41.328099,239.5474396,1.84757459
1521,-81.422372,41.54042,85.49826813,16.93698692
1522,-81.846473,41.398093,107.8270798,5.37326097
1523,-81.711123,41.29415,302.8085632,1.85134304
1524,-81.815891,41.297522,82.50034332,5.87136984
1525,-81.535787,41.395586,71.79962158,1.79324353
1526,-81.648634,41.448001,10.44851685,0.92373461
1527,-81.689298,41.362328,66.02740479,2.99442148
1528,-81.890379,41.422603,284.0424194,0.654679
1529,-81.5346,41.343973,220.8166046,0.60887772
1530,-81.402888,41.451981,248.5518646,4.37621593
1531,-81.696864,41.448959,89.99103546,1.56449687
1532,-81.718178,41.199201,254.5297852,1.23350644
1534,-81.445777,41.40462,195.1721649,4.01271296
1535,-81.602042,41.442556,353.1921997,0.2560139
1536,-81.843998,41.374577,82.19678497,1.60247469
1537,-81.456573,41.550151,345.9611816,0.20207579
1538,-81.823559,41.428423,161.7512512,2.83358502
1539,-81.556172,41.336312,317.5809937,1.83270681
1540,-81.755082,41.325561,206.9630737,3.74524713
1541,-81.536161,41.41478,224.9970398,1.17560565
1542,-81.854723,41.432763,111.7029877,0.81432825
1543,-81.695228,41.275169,294.8253784,4.05445719
1544,-81.969798,41.444584,278.9990845,0.09068097
1545,-81.518745,41.365271,134.5309143,1.25832939
1546,-81.41844,41.407365,117.1579514,0.96052837
1547,-81.676315,41.476241,354.1752014,0.97533846
1549,-81.508389,41.54907,329.0405884,0.85944217
1550,-81.434032,41.420371,69.97051239,3.26472664
1551,-81.550953,41.397651,143.9988098,2.91715574
1552,-81.812372,41.333842,16.92307281,0.97220874
1553,-81.450599,41.526309,90.68275452,1.78084683
1554,-81.817046,41.387851,307.5445557,1.7860136
1555,-81.572458,41.348511,285.8134155,2.48624778
1556,-81.768094,41.306689,175.4619904,3.62721944
1557,-81.480393,41.400491,180.3798523,7.99997282
1558,-81.7415,41.446846,182.9676819,10.10280418
1559,-81.610393,41.290427,71.75221252,2.95522308
1560,-81.971264,41.414654,28.64190292,1.58128655
1561,-81.547459,41.364196,18.67694092,7.11420584
1562,-81.394949,41.409434,178.4071045,27.77569389
1563,-81.639139,41.419428,258.3865051,4.81014729
1564,-81.700265,41.19208,20.42052078,2.09284639
1565,-81.525203,41.564887,150.8706513,1.12322581
1566,-81.804896,41.456487,340.8447571,2.40604663
1567,-81.598267,41.411568,124.6895599,2.36537194
1568,-81.815882,41.374832,111.647171,0.45262176
1569,-81.396784,41.531514,279.972229,0.60914087
1570,-81.853378,41.386294,139.4035034,1.33900619
1571,-81.595037,41.335146,21.46937561,3.32757783
1572,-81.722797,41.293738,193.0262451,1.80481136
1573,-81.525061,41.382528,47.04927826,9.27762413
1574,-81.761289,41.420011,218.9629822,1.69586241
1575,-81.585432,41.280979,76.60774231,5.32082748
1576,-81.877086,41.384396,348.6954346,0.1813615
1578,-81.423918,41.426015,125.1235733,2.73031473
