plot,month,year,SPCODE,species.name,cover.mn
1102,June,2011,RUBUS,Rubus_sp.,0.0025
1102,June,2011,SASALB,Sassafras_albidum,1.625
1102,June,2011,SOLCAE,Solidago_caesia,0.38
1102,June,2011,TAROFF,TARAXACUM_OFFICINALE,0.0075
1102,June,2011,TOXRAD,Toxicodendron_radicans,0.005
1102,June,2011,ULMAME,Ulmus_americana,3.75
1102,June,2011,ULMUS,Ulmus_sp.,0.005
1102,June,2011,NA,UNKNOWN_DICOT,0.01
1102,June,2011,NA,UNKNOWN_DICOT,0.0025
1102,June,2011,NA,UNKNOWN_DICOT,0.0025
1102,June,2011,NA,UNKNOWN_DICOT,0.0025
1102,June,2011,NA,UNKNOWN_DICOT,0.0025
1102,June,2011,NA,UNKNOWN_DICOT,0.0025
1102,June,2011,NA,UNKNOWN_MONOCOT,0.0025
1102,June,2011,NA,UNKNOWN_MONOCOT,0.0025
1102,June,2011,VIBLEN,Viburnum_lentago,0.875
1102,June,2011,VIBOPUO,VIBURNUM_OPULUS_var._OPULUS,0.125
1102,June,2011,VITAES,Vitis_aestivalis,0.625
1102,June,2011,VITRIP,Vitis_riparia,0.1275
1102,June,2011,VITIS,Vitis_sp.,0.0025
1103,June,2011,ACERUB,Acer_rubrum,0.875
1103,June,2011,ACESAR,Acer_saccharum,51.25
1103,June,2011,ACER,Acer_sp.,0.0075
1103,June,2011,ALLCAN,Allium_canadense,0.0025
1103,June,2011,ARITRIT,Arisaema_triphyllum_subsp._triphyllum,0.255
1103,June,2011,ASITRI,Asimina_triloba,0.3775
1103,June,2011,ASTER,Aster_sp.,0.1325
1103,June,2011,BERTHU,BERBERIS_THUNBERGII,0.0025
1103,June,2011,CXHIRS,Carex_hirsutella,0.125
1103,June,2011,CAREX,Carex_sp.,0.0025
1103,June,2011,CXSWAN,Carex_swanii,0.6275
1103,June,2011,CARCOR,Carya_cordiformis,21.75
1103,June,2011,CAROVT,Carya_ovata,20
1103,June,2011,CIRLUT,Circaea_lutetiana,0.1275
1103,June,2011,CORNUS,Cornus_sp.,0.13
1103,June,2011,CRATAE,Crataegus_sp.,0.38
1103,June,2011,EPIPAR,Epilobium_parviflorum,0.0025
1103,June,2011,EREHIE,Erechtites_hieracifolia,0.005
1103,June,2011,ERIGER,Erigeron_sp.,0.0025
1103,June,2011,FAGGRA,Fagus_grandifolia,0.0025
1103,June,2011,FESELA,FESTUCA_ELATIOR,0.0025
1103,June,2011,FRAXIN,Fraxinus_sp.,0.255
1103,June,2011,GEUCAN,Geum_canadense,0.01
1103,June,2011,GLYSTR,Glyceria_striata,0.3775
1103,June,2011,HOLLAN,Holcus_lanatus,0.0025
1103,June,2011,JUNTEN,Juncus_tenuis,0.005
1103,June,2011,LEEVIR,Leersia_virginica,0.1275
1103,June,2011,LINBEN,Lindera_benzoin,0.0025
1103,June,2011,LIRTUL,Liriodendron_tulipifera,0.01
1103,June,2011,LONMOR,Lonicera_morrowii,0.005
1103,June,2011,MOSS,Moss_sp.,0.505
1103,June,2011,OSTVIR,Ostrya_virginiana,3.6275
1103,June,2011,OXASTR,Oxalis_stricta,0.0075
1103,June,2011,PARQUI,Parthenocissus_quinquefolia,0.3775
1103,June,2011,POATRI,Poa_trivialis,0.0025
1103,June,2011,PODPEL,Podophyllum_peltatum,0.3775
1103,June,2011,POTSIM,Potentilla_simplex,0.125
1103,June,2011,PRUSER,Prunus_serotina,0.0025
1103,June,2011,QUEALB,Quercus_alba,0.875
1103,June,2011,RHAFRA,RHAMNUS_FRANGULA,0.255
1103,June,2011,ROSMUL,ROSA_MULTIFLORA,1.125
1103,June,2011,SLMDUL,Solanum_dulcamara,0.0025
1103,June,2011,SOLIDA,Solidago_sp.,0.0025
1103,June,2011,TILAME,Tilia_americana,11.625
1103,June,2011,TOXRAD,Toxicodendron_radicans,0.1325
1103,June,2011,TRFREP,TRIFOLIUM_REPENS,0.0025
1103,June,2011,ULMAME,Ulmus_americana,4.75
1103,June,2011,ULMUS,Ulmus_sp.,0.8825
1103,June,2011,NA,UNKNOWN_DICOT,0.0025
1103,June,2011,NA,UNKNOWN_DICOT,0.005
1103,June,2011,NA,UNKNOWN_DICOT,0.0025
1103,June,2011,NA,UNKNOWN_DICOT,0.0025
1103,June,2011,VEROFF,VERONICA_OFFICINALIS,0.5
1103,June,2011,VIBDEN,Viburnum_dentatum,0.0075
1104,June,2011,AESGLA,Aesculus_glabra,15.625
1104,June,2011,AGRPAR,Agrimonia_parviflora,0.1275
1104,June,2011,ALLPET,ALLIARIA_PETIOLATA,0.125
1104,June,2011,ALLCAN,Allium_canadense,0.13
1104,June,2011,AMPBRE,Ampelopsis_brevipedunculata,0.1275
1104,June,2011,ARCLAP,Arctium_lappa,0.1275
1104,June,2011,ASTLAT,Aster_lateriflorus,0.2525
1104,June,2011,ASTERAC,Asteraceae_sp,0.0025
1104,June,2011,CXLUPL,Carex_lupulina,0.375
1104,June,2011,CIRLUT,Circaea_lutetiana,0.2525
1104,June,2011,CORNUS,Cornus_sp.,0.0025
1104,June,2011,CRATAE,Crataegus_sp.,1.875
1104,June,2011,EUPMAC,Eupatorium_maculatum,0.0025
1104,June,2011,FRAGAR,Fragaria_sp.,0.25
1104,June,2011,FRAPEN,Fraxinus_pennsylvanica,42.5
1104,June,2011,FRAXIN,Fraxinus_sp.,0.5
1104,June,2011,GEUCAN,Geum_canadense,1.25
1104,June,2011,GLYSTR,Glyceria_striata,1
1104,June,2011,IMPCAP,Impatiens_capensis,0.1275
1104,June,2011,JUGNIG,Juglans_nigra,4.375
1104,June,2011,JUNTEN,Juncus_tenuis,0.0025
1104,June,2011,LEEVIR,Leersia_virginica,0.125
1104,June,2011,LIGVUL,LIGUSTRUM_VULGARE,38.75
1104,June,2011,LIRTUL,Liriodendron_tulipifera,20
1104,June,2011,LONJAP,LONICERA_JAPONICA,0.125
1104,June,2011,LONMOR,Lonicera_morrowii,3
1104,June,2011,LYCVIR,Lycopus_virginicus,0.0025
1104,June,2011,LYSNUM,LYSIMACHIA_NUMMULARIA,15
1104,June,2011,MENCAN,Menispermum_canadense,0.375
1104,June,2011,MOSS,Moss_sp.,0.0075
1104,June,2011,ONOSEN,Onoclea_sensibilis,0.125
1104,June,2011,PARQUI,Parthenocissus_quinquefolia,0.3775
1104,June,2011,POATRI,Poa_trivialis,0.375
1104,June,2011,PLGVIR,Polygonum_virginianum,16.5
1104,June,2011,PYRUS,Pyrus_sp.,0.875
1104,June,2011,RANHIS,Ranunculus_hispidus,0.125
1104,June,2011,ROSMUL,ROSA_MULTIFLORA,38.75
1104,June,2011,RUBALL,Rubus_allegheniensis,0.125
1104,June,2011,SOLGIG,Solidago_gigantea,0.375
1104,June,2011,TOXRAD,Toxicodendron_radicans,1.25
1104,June,2011,ULMAME,Ulmus_americana,38.75
1104,June,2011,VERALT,Verbesina_alternifolia,0.3775
1104,June,2011,VERGIG,Vernonia_gigantea,0.0025
1104,June,2011,VIBDEN,Viburnum_dentatum,0.0075
1104,June,2011,VIBPLI,Viburnum_plicatum,0.0025
1104,June,2011,VIOLA,Viola_sp.,1.25
1104,June,2011,VITIS,Vitis_sp.,8
1105,June,2011,ACERUB,Acer_rubrum,17.5
1105,June,2011,ACESAR,Acer_saccharum,26.25
1105,June,2011,ACER,Acer_sp.,0.01
1105,June,2011,AMELAN,Amelanchier_sp.,1.0025
1105,June,2011,ANETHA,Anemonella_thalictroides,0.1275
1105,June,2011,ASTER,Aster_sp.,0.0075
1105,June,2011,ASTER,Aster_sp.,0.0025
1105,June,2011,BERTHU,BERBERIS_THUNBERGII,0.125
1105,June,2011,CXDIGI,Carex_digitalis,0.1275
1105,June,2011,CXJAME,Carex_jamesii,0.005
1105,June,2011,CXPENS,Carex_pensylvanica,1.0025
1105,June,2011,CXROSE,Carex_rosea,0.0025
1105,June,2011,CAREX,Carex_sp.,0.005
1105,June,2011,CXSWAN,Carex_swanii,0.0025
1105,June,2011,CRPCAR,Carpinus_caroliniana,1.2525
1105,June,2011,CAROVT,Carya_ovata,1
1105,June,2011,CARYA,Carya_sp.,0.0075
1105,June,2011,CONAME,Conopholis_americana,0.0025
1105,June,2011,CORALT,Cornus_alternifolia,0.0025
1105,June,2011,CRATAE,Crataegus_sp.,0.3825
1105,June,2011,DANSPI,Danthonia_spicata,0.2525
1105,June,2011,EREHIE,Erechtites_hieracifolia,0.005
1105,June,2011,FAGGRA,Fagus_grandifolia,8
1105,June,2011,FRAXIN,Fraxinus_sp.,0.3775
1105,June,2011,HACVIR,Hackelia_virginiana,0.005
1105,June,2011,LEEVIR,Leersia_virginica,0.0025
1105,June,2011,LINBEN,Lindera_benzoin,0.0025
1105,June,2011,LIRTUL,Liriodendron_tulipifera,0.0075
1105,June,2011,LONDIO,Lonicera_dioica,0.0025
1105,June,2011,MAIRAC,Maianthemum_racemosum,0.01
1105,June,2011,MITREP,Mitchella_repens,0.13
1105,June,2011,MOSS,Moss_sp.,0.0075
1105,June,2011,OSTVIR,Ostrya_virginiana,1.8775
1105,June,2011,PARQUI,Parthenocissus_quinquefolia,0.13
1105,June,2011,PODPEL,Podophyllum_peltatum,0.1275
1105,June,2011,POLBIF,Polygonatum_biflorum,0.0025
1105,June,2011,PLGVIR,Polygonum_virginianum,0.0025
1105,June,2011,PRENAN,Prenanthes_sp.,0.5
1105,June,2011,PRUSER,Prunus_serotina,1.8775
1105,June,2011,QUEALB,Quercus_alba,27.5
1105,June,2011,QUERUB,Quercus_rubra,0.875
1105,June,2011,QUERCU,Quercus_sp.,0.0075
1105,June,2011,QUEVEL,Quercus_velutina,30.25
1105,June,2011,RHAFRA,RHAMNUS_FRANGULA,0.0075
1105,June,2011,ROSCAR,Rosa_carolina,0.0025
1105,June,2011,ROSMUL,ROSA_MULTIFLORA,0.005
1105,June,2011,RUBUS,Rubus_sp.,0.1325
1105,June,2011,SASALB,Sassafras_albidum,1.005
1105,June,2011,SMXROT,Smilax_rotundifolia,0.13
1105,June,2011,SOLCAE,Solidago_caesia,0.0025
1105,June,2011,TOXRAD,Toxicodendron_radicans,0.01
1105,June,2011,NA,UNKNOWN_DICOT,0.0075
1105,June,2011,NA,UNKNOWN_DICOT,0.0025
1105,June,2011,NA,UNKNOWN_MONOCOT,0.1275
1105,June,2011,VACPAL,Vaccinium_pallidum,0.2525
1105,June,2011,VEROFF,VERONICA_OFFICINALIS,0.0025
1105,June,2011,VIBACE,Viburnum_acerifolium,0.1325
1105,June,2011,VIOLA,Viola_sp.,0.0025
1105,June,2011,VITIS,Vitis_sp.,0.01
1110,June,2011,ACERUB,Acer_rubrum,37.5
1110,June,2011,ACESAR,Acer_saccharum,61.875
1110,June,2011,ACER,Acer_sp.,0.01
1110,June,2011,ARITRIT,Arisaema_triphyllum_subsp._triphyllum,0.3775
1110,June,2011,BERTHU,BERBERIS_THUNBERGII,0.005
1110,June,2011,CIRLUT,Circaea_lutetiana,0.0025
1110,June,2011,CRATAE,Crataegus_sp.,0.0025
1110,June,2011,EREHIE,Erechtites_hieracifolia,0.005
1110,June,2011,FRAXIN,Fraxinus_sp.,0.01
1110,June,2011,LINBEN,Lindera_benzoin,22.75
1110,June,2011,LIRTUL,Liriodendron_tulipifera,23.75
1110,June,2011,MOSS,Moss_sp.,0.005
1110,June,2011,NYSSYL,Nyssa_sylvatica,1.375
1110,June,2011,OSMOCL,Osmorhiza_claytonii,0.0025
1110,June,2011,PARQUI,Parthenocissus_quinquefolia,0.005
1110,June,2011,PODPEL,Podophyllum_peltatum,0.125
1110,June,2011,POLPUB,Polygonatum_pubescens,0.255
1110,June,2011,PRENAN,Prenanthes_sp.,0.3775
1110,June,2011,PRUSER,Prunus_serotina,27.5
1110,June,2011,PYRUS,Pyrus_sp.,0.005
1110,June,2011,QUERUB,Quercus_rubra,0.8775
1110,June,2011,ROBPSE,Robinia_pseudoacacia,0.005
1110,June,2011,ROSMUL,Rosa_multiflora,0.005
1110,June,2011,SANICU,Sanicula_sp.,0.0025
1110,June,2011,SOLCAE,Solidago_caesia,0.13
1110,June,2011,TOXRAD,Toxicodendron_radicans,0.005
1110,June,2011,ULMAME,Ulmus_americana,0.875
1110,June,2011,NA,Unknown_dicot,0.0025
1110,June,2011,NA,Unknown_dicot,0
1110,June,2011,VIBDEN,Viburnum_dentatum,0.0025
1110,June,2011,VITAES,Vitis_aestivalis,0.0025
1110,June,2011,VITRIP,Vitis_riparia,0.0025
1110,June,2011,VITIS,Vitis_sp.,0.01
1111,June,2011,ACERUB,Acer_rubrum,79.375
1111,June,2011,ACESAR,Acer_saccharum,0.875
1111,June,2011,ACESAR,Acer_saccharum,0
1111,June,2011,ACER,Acer_sp.,0.5
1111,June,2011,AMELAN,Amelanchier_sp.,0.1275
1111,June,2011,APIACE,Apiaceae_sp.,0.0025
1111,June,2011,ARITRIT,Arisaema_triphyllum_subsp._triphyllum,0.005
1111,June,2011,ASTLAT,Aster_lateriflorus,0.0025
1111,June,2011,ASTER,Aster_sp.,0.0025
1111,June,2011,BERTHU,BERBERIS_THUNBERGII,1.25
1111,June,2011,BRAERE,Brachyelytrum_erectum,0
1111,June,2011,CXCOMP,Carex_complanata,0.1275
1111,June,2011,CXDIGI,Carex_digitalis,0.0025
1111,June,2011,CXSWAN,Carex_swanii,0.0025
1111,June,2011,CARYA,Carya_sp.,0.01
1111,June,2011,CIRLUT,Circaea_lutetiana,0.0025
1111,June,2011,CORFLO,Cornus_florida,15.7525
1111,June,2011,CRATAE,Crataegus_sp.,1
1111,June,2011,DRYCAR,Dryopteris_carthusiana,0
1111,June,2011,EREHIE,Erechtites_hieracifolia,0.0075
1111,June,2011,EUOOBO,Euonymus_obovatus,0.125
1111,June,2011,FAGGRA,Fagus_grandifolia,0.5
1111,June,2011,FRAXIN,Fraxinus_sp.,0.3775
1111,June,2011,GALIUM,Galium_sp.,0.0025
1111,June,2011,GEUM,Geum_sp.,0.005
1111,June,2011,HACVIR,Hackelia_virginiana,0.1325
1111,June,2011,HESMAT,HESPERIS_MATRONALIS,0
1111,June,2011,LEEVIR,Leersia_virginica,0.005
1111,June,2011,LIGVUL,LIGUSTRUM_VULGARE,0
1111,June,2011,LINBEN,Lindera_benzoin,0.0075
1111,June,2011,LIRTUL,Liriodendron_tulipifera,0.1325
1111,June,2011,LONMOR,Lonicera_morrowii,0.0025
1111,June,2011,MAICAN,Maianthemum_canadense,0
1111,June,2011,MOSS,Moss_Sp.,0.5
1111,June,2011,NYSSYL,Nyssa_sylvatica,1.625
1111,June,2011,OSTVIR,Ostrya_virginiana,0.0025
1111,June,2011,OXALIS,Oxalis_sp.,0.0025
1111,June,2011,PANLAN,Panicum_lanuginosum,0.0025
1111,June,2011,PARQUI,Parthenocissus_quinquefolia,0.5
1111,June,2011,PINNIG,Pinus_nigra,0.375
1111,June,2011,PODPEL,Podophyllum_peltatum,0
1111,June,2011,POLPUB,Polygonatum_pubescens,0.1275
1111,June,2011,POPGRA,Populus_grandidentata,2.8775
1111,June,2011,POTREC,Potentilla_recta,0
1111,June,2011,PRENAN,Prenanthes_sp.,0.25
1111,June,2011,PRUCER,PRUNUS_CERASUS,6.75
1111,June,2011,PRUSER,Prunus_serotina,15.5
1111,June,2011,PRUNUS,Prunus_sp.,0.005
1111,June,2011,PRUVIR,prunus_virginiana,0.0025
1111,June,2011,PYRUS,Pyrus_sp.,0.3775
1111,June,2011,QUERUB,Quercus_rubra,0.125
1111,June,2011,QUERCU,Quercus_sp.,0.255
1111,June,2011,RHAFRA,RHAMNUS_FRANGULA,0.5
1111,June,2011,ROBPSE,Robinia_pseudoacacia,0.25
1111,June,2011,ROSMUL,Rosa_multiflora,0.5
1111,June,2011,RUBALL,Rubus_allegheniensis,0.0025
1111,June,2011,RUBOCC,Rubus_occidentalis,0.0025
1111,June,2011,RUBUS,Rubus_sp.,0.0025
1111,June,2011,SASALB,Sassafras_albidum,0
1111,June,2011,SMXROT,Smilax_rotundifolia,0.1325
1111,June,2011,SLMDUL,Solanum_dulcamara,0
1111,June,2011,SOLCAE,Solidago_caesia,0.0025
1111,June,2011,TOXRAD,Toxicodendron_radicans,0.3775
1111,June,2011,ULMUS,Ulmus_sp.,0.3775
1111,June,2011,VEROFF,VERONICA_OFFICINALIS,0.0025
1111,June,2011,VIBACE,Viburnum_acerifolium,0
1111,June,2011,VIBDEN,Viburnum_dentatum,0.0025
1111,June,2011,VIBOPUO,VIBURNUM_OPULUS_var._OPULUS,0
1111,June,2011,VITAES,Vitis_aestivalis,1.25
1111,June,2011,VITRIP,Vitis_riparia,0.125
1111,June,2011,VITIS,Vitis_sp.,0.5
1112,June,2011,ACERUB,Acer_rubrum,40
1112,June,2011,ACESAR,Acer_saccharum,5
1112,June,2011,ACER,Acer_sp.,0.005
1112,June,2011,ALLPET,ALLIARIA_PETIOLATA,0.625
1112,June,2011,ARITRIT,Arisaema_triphyllum_subsp._triphyllum,0.75
1112,June,2011,ASTLAT,Aster_lateriflorus,0.13
1112,June,2011,BERTHU,BERBERIS_THUNBERGII,0.5
1112,June,2011,BETLEN,Betula_lenta,13.75
1112,June,2011,CARPEN,Cardamine_pensylvanica,0.0025
1112,June,2011,CXBLAN,Carex_blanda,0.25
1112,June,2011,CXPRAS,Carex_prasina,0.7525
1112,June,2011,CXROSE,Carex_rosea,0.1275
1112,June,2011,CXSTIP,Carex_stipata,0.375
1112,June,2011,CARGLA,Carya_glabra,0.5
1112,June,2011,CELORB,CELASTRUS_ORBICULATUS,0.125
1112,June,2011,CIRLUT,Circaea_lutetiana,0.2525
1112,June,2011,CORALT,Cornus_alternifolia,0.125
1112,June,2011,CRATAE,Crataegus_sp.,1
1112,June,2011,DRYCAR,Dryopteris_carthusiana,1.3775
1112,June,2011,EUPPER,Eupatorium_perfoliatum,0.0025
1112,June,2011,FAGGRA,Fagus_grandifolia,1.375
1112,June,2011,FRAAME,Fraxinus_americana,2.875
1112,June,2011,FRAXIN,Fraxinus_sp.,0.75
1112,June,2011,GALAPA,Galium_aparine,2.5
1112,June,2011,GERMAC,Geranium_maculatum,0.25
1112,June,2011,GEUCAN,Geum_canadense,0.5
1112,June,2011,GLYSTR,Glyceria_striata,0.0025
1112,June,2011,IMPCAP,Impatiens_capensis,14
1112,June,2011,LEEVIR,Leersia_virginica,0.375
1112,June,2011,LIGVUL,LIGUSTRUM_VULGARE,0.25
1112,June,2011,LINBEN,Lindera_benzoin,5.25
1112,June,2011,LIRTUL,Liriodendron_tulipifera,0.25
1112,June,2011,LONMAA,LONICERA_MAACKII,0.0025
1112,June,2011,LYSCIL,Lysimachia_ciliata,0.375
1112,June,2011,MAICAN,Maianthemum_canadense,0.25
1112,June,2011,MOSS,Moss_sp.,0.75
1112,June,2011,OXASTR,Oxalis_stricta,0.5
1112,June,2011,PARQUI,Parthenocissus_quinquefolia,0.25
1112,June,2011,PILPUM,Pilea_pumila,0.375
1112,June,2011,PINNIG,Pinus_nigra,2
1112,June,2011,POATRI,Poa_trivialis,0.25
1112,June,2011,POLVIG,Polypodium_virginianum,0.375
1112,June,2011,POLACR,Polystichum_acrostichoides,1.625
1112,June,2011,PRUSER,Prunus_serotina,4.3775
1112,June,2011,QUERUB,Quercus_rubra,16.125
1112,June,2011,RANABO,Ranunculus_abortivus,0.375
1112,June,2011,RANALL,Ranunculus_allegheniensis,0.375
1112,June,2011,RANHIS,Ranunculus_hispidus,0.75
1112,June,2011,ROSMUL,Rosa_multiflora,0.25
1112,June,2011,RUMCRI,RUMEX_CRISPUS,0.125
1112,June,2011,SCULAT,Scutellaria_lateriflora,0.375
1112,June,2011,SMXROT,Smilax_rotundifolia,0.0025
1112,June,2011,SLMDUL,SOLANUM_DULCAMARA,0.1275
1112,June,2011,TILAME,Tilia_americana,9
1112,June,2011,TOXRAD,Toxicodendron_radicans,0.5
1112,June,2011,ULMAME,Ulmus_americana,11.5
1112,June,2011,ULMRUB,Ulmus_rubra,0.375
1112,June,2011,NA,Unknown_monocot,0.125
1112,June,2011,VEROFF,VERONICA_OFFICINALIS,0.0025
1112,June,2011,VIBDEN,Viburnum_dentatum,0.0025
1112,June,2011,VIBOPUO,VIBURNUM_OPULUS_var._OPULUS,0.25
1112,June,2011,VIOLA,Viola_sp.,0.25
1112,June,2011,VITAES,Vitis_aestivalis,7.5
1113,June,2011,ACERUB,Acer_rubrum,34.5
1113,June,2011,ACESAR,Acer_saccharum,24
1113,June,2011,ACER,Acer_sp.,0.13
1113,June,2011,ALLCAN,Allium_canadense,0.125
1113,June,2011,ARITRIT,Arisaema_triphyllum_subsp._triphyllum,0.5
